D:\Data\IMG\center_2020_12_31_20_49_57_874.jpg, D:\Data\IMG\left_2020_12_31_20_49_57_874.jpg, D:\Data\IMG\right_2020_12_31_20_49_57_874.jpg, 0, 1, 0, 30.1903
D:\Data\IMG\center_2020_12_31_20_49_57_981.jpg, D:\Data\IMG\left_2020_12_31_20_49_57_981.jpg, D:\Data\IMG\right_2020_12_31_20_49_57_981.jpg, 0, 1, 0, 30.19034
D:\Data\IMG\center_2020_12_31_20_49_58_085.jpg, D:\Data\IMG\left_2020_12_31_20_49_58_085.jpg, D:\Data\IMG\right_2020_12_31_20_49_58_085.jpg, 0, 1, 0, 30.19027
D:\Data\IMG\center_2020_12_31_20_49_58_185.jpg, D:\Data\IMG\left_2020_12_31_20_49_58_185.jpg, D:\Data\IMG\right_2020_12_31_20_49_58_185.jpg, -0.1520871, 1, 0, 30.18398
D:\Data\IMG\center_2020_12_31_20_49_58_289.jpg, D:\Data\IMG\left_2020_12_31_20_49_58_289.jpg, D:\Data\IMG\right_2020_12_31_20_49_58_289.jpg, -0.2413215, 1, 0, 30.18162
D:\Data\IMG\center_2020_12_31_20_49_58_397.jpg, D:\Data\IMG\left_2020_12_31_20_49_58_397.jpg, D:\Data\IMG\right_2020_12_31_20_49_58_397.jpg, 0, 1, 0, 30.1883
D:\Data\IMG\center_2020_12_31_20_49_58_503.jpg, D:\Data\IMG\left_2020_12_31_20_49_58_503.jpg, D:\Data\IMG\right_2020_12_31_20_49_58_503.jpg, 0, 1, 0, 30.18998
D:\Data\IMG\center_2020_12_31_20_49_58_606.jpg, D:\Data\IMG\left_2020_12_31_20_49_58_606.jpg, D:\Data\IMG\right_2020_12_31_20_49_58_606.jpg, 0, 1, 0, 30.19025
D:\Data\IMG\center_2020_12_31_20_49_58_708.jpg, D:\Data\IMG\left_2020_12_31_20_49_58_708.jpg, D:\Data\IMG\right_2020_12_31_20_49_58_708.jpg, -0.1174272, 1, 0, 30.18684
D:\Data\IMG\center_2020_12_31_20_49_58_808.jpg, D:\Data\IMG\left_2020_12_31_20_49_58_808.jpg, D:\Data\IMG\right_2020_12_31_20_49_58_808.jpg, -0.4193598, 1, 0, 30.15289
D:\Data\IMG\center_2020_12_31_20_49_58_911.jpg, D:\Data\IMG\left_2020_12_31_20_49_58_911.jpg, D:\Data\IMG\right_2020_12_31_20_49_58_911.jpg, -0.1267419, 1, 0, 30.19196
D:\Data\IMG\center_2020_12_31_20_49_59_019.jpg, D:\Data\IMG\left_2020_12_31_20_49_59_019.jpg, D:\Data\IMG\right_2020_12_31_20_49_59_019.jpg, 0, 1, 0, 30.1891
D:\Data\IMG\center_2020_12_31_20_49_59_122.jpg, D:\Data\IMG\left_2020_12_31_20_49_59_122.jpg, D:\Data\IMG\right_2020_12_31_20_49_59_122.jpg, 0, 1, 0, 30.19019
D:\Data\IMG\center_2020_12_31_20_49_59_223.jpg, D:\Data\IMG\left_2020_12_31_20_49_59_223.jpg, D:\Data\IMG\right_2020_12_31_20_49_59_223.jpg, 0, 1, 0, 30.19029
D:\Data\IMG\center_2020_12_31_20_49_59_324.jpg, D:\Data\IMG\left_2020_12_31_20_49_59_324.jpg, D:\Data\IMG\right_2020_12_31_20_49_59_324.jpg, 0, 1, 0, 30.1903
D:\Data\IMG\center_2020_12_31_20_49_59_429.jpg, D:\Data\IMG\left_2020_12_31_20_49_59_429.jpg, D:\Data\IMG\right_2020_12_31_20_49_59_429.jpg, -0.1224366, 1, 0, 30.18654
D:\Data\IMG\center_2020_12_31_20_49_59_533.jpg, D:\Data\IMG\left_2020_12_31_20_49_59_533.jpg, D:\Data\IMG\right_2020_12_31_20_49_59_533.jpg, -0.188499, 1, 0, 30.18621
D:\Data\IMG\center_2020_12_31_20_49_59_633.jpg, D:\Data\IMG\left_2020_12_31_20_49_59_633.jpg, D:\Data\IMG\right_2020_12_31_20_49_59_633.jpg, 0, 1, 0, 30.1895
D:\Data\IMG\center_2020_12_31_20_49_59_738.jpg, D:\Data\IMG\left_2020_12_31_20_49_59_738.jpg, D:\Data\IMG\right_2020_12_31_20_49_59_738.jpg, 0, 1, 0, 30.19023
D:\Data\IMG\center_2020_12_31_20_49_59_842.jpg, D:\Data\IMG\left_2020_12_31_20_49_59_842.jpg, D:\Data\IMG\right_2020_12_31_20_49_59_842.jpg, 0, 1, 0, 30.19029
D:\Data\IMG\center_2020_12_31_20_49_59_946.jpg, D:\Data\IMG\left_2020_12_31_20_49_59_946.jpg, D:\Data\IMG\right_2020_12_31_20_49_59_946.jpg, -0.0198423, 1, 0, 30.19021
D:\Data\IMG\center_2020_12_31_20_50_00_047.jpg, D:\Data\IMG\left_2020_12_31_20_50_00_047.jpg, D:\Data\IMG\right_2020_12_31_20_50_00_047.jpg, -0.322215, 1, 0, 30.1666
D:\Data\IMG\center_2020_12_31_20_50_00_150.jpg, D:\Data\IMG\left_2020_12_31_20_50_00_150.jpg, D:\Data\IMG\right_2020_12_31_20_50_00_150.jpg, -0.01246049, 1, 0, 30.18963
D:\Data\IMG\center_2020_12_31_20_50_00_256.jpg, D:\Data\IMG\left_2020_12_31_20_50_00_256.jpg, D:\Data\IMG\right_2020_12_31_20_50_00_256.jpg, 0, 1, 0, 30.18997
D:\Data\IMG\center_2020_12_31_20_50_00_359.jpg, D:\Data\IMG\left_2020_12_31_20_50_00_359.jpg, D:\Data\IMG\right_2020_12_31_20_50_00_359.jpg, 0, 1, 0, 30.19026
D:\Data\IMG\center_2020_12_31_20_50_00_461.jpg, D:\Data\IMG\left_2020_12_31_20_50_00_461.jpg, D:\Data\IMG\right_2020_12_31_20_50_00_461.jpg, 0, 1, 0, 30.18993
D:\Data\IMG\center_2020_12_31_20_50_00_562.jpg, D:\Data\IMG\left_2020_12_31_20_50_00_562.jpg, D:\Data\IMG\right_2020_12_31_20_50_00_562.jpg, -0.2619939, 1, 0, 30.17338
D:\Data\IMG\center_2020_12_31_20_50_00_665.jpg, D:\Data\IMG\left_2020_12_31_20_50_00_665.jpg, D:\Data\IMG\right_2020_12_31_20_50_00_665.jpg, -0.2783031, 1, 0, 30.18402
D:\Data\IMG\center_2020_12_31_20_50_00_766.jpg, D:\Data\IMG\left_2020_12_31_20_50_00_766.jpg, D:\Data\IMG\right_2020_12_31_20_50_00_766.jpg, 0, 1, 0, 30.18808
D:\Data\IMG\center_2020_12_31_20_50_00_866.jpg, D:\Data\IMG\left_2020_12_31_20_50_00_866.jpg, D:\Data\IMG\right_2020_12_31_20_50_00_866.jpg, 0, 1, 0, 30.19006
D:\Data\IMG\center_2020_12_31_20_50_00_967.jpg, D:\Data\IMG\left_2020_12_31_20_50_00_967.jpg, D:\Data\IMG\right_2020_12_31_20_50_00_967.jpg, -0.0381633, 1, 0, 30.19017
D:\Data\IMG\center_2020_12_31_20_50_01_071.jpg, D:\Data\IMG\left_2020_12_31_20_50_01_071.jpg, D:\Data\IMG\right_2020_12_31_20_50_01_071.jpg, -0.1777317, 1, 0, 30.18434
D:\Data\IMG\center_2020_12_31_20_50_01_177.jpg, D:\Data\IMG\left_2020_12_31_20_50_01_177.jpg, D:\Data\IMG\right_2020_12_31_20_50_01_177.jpg, 0, 1, 0, 30.18994
D:\Data\IMG\center_2020_12_31_20_50_01_277.jpg, D:\Data\IMG\left_2020_12_31_20_50_01_277.jpg, D:\Data\IMG\right_2020_12_31_20_50_01_277.jpg, 0, 1, 0, 30.19024
D:\Data\IMG\center_2020_12_31_20_50_01_383.jpg, D:\Data\IMG\left_2020_12_31_20_50_01_383.jpg, D:\Data\IMG\right_2020_12_31_20_50_01_383.jpg, 0, 1, 0, 30.19029
D:\Data\IMG\center_2020_12_31_20_50_01_484.jpg, D:\Data\IMG\left_2020_12_31_20_50_01_484.jpg, D:\Data\IMG\right_2020_12_31_20_50_01_484.jpg, 0, 1, 0, 30.18995
D:\Data\IMG\center_2020_12_31_20_50_01_585.jpg, D:\Data\IMG\left_2020_12_31_20_50_01_585.jpg, D:\Data\IMG\right_2020_12_31_20_50_01_585.jpg, 0, 1, 0, 30.1903
D:\Data\IMG\center_2020_12_31_20_50_01_689.jpg, D:\Data\IMG\left_2020_12_31_20_50_01_689.jpg, D:\Data\IMG\right_2020_12_31_20_50_01_689.jpg, -0.1662822, 1, 0, 30.18182
D:\Data\IMG\center_2020_12_31_20_50_01_794.jpg, D:\Data\IMG\left_2020_12_31_20_50_01_794.jpg, D:\Data\IMG\right_2020_12_31_20_50_01_794.jpg, -0.1626039, 1, 0, 30.18836
D:\Data\IMG\center_2020_12_31_20_50_01_898.jpg, D:\Data\IMG\left_2020_12_31_20_50_01_898.jpg, D:\Data\IMG\right_2020_12_31_20_50_01_898.jpg, 0, 1, 0, 30.18962
D:\Data\IMG\center_2020_12_31_20_50_02_003.jpg, D:\Data\IMG\left_2020_12_31_20_50_02_003.jpg, D:\Data\IMG\right_2020_12_31_20_50_02_003.jpg, 0, 1, 0, 30.19021
D:\Data\IMG\center_2020_12_31_20_50_02_103.jpg, D:\Data\IMG\left_2020_12_31_20_50_02_103.jpg, D:\Data\IMG\right_2020_12_31_20_50_02_103.jpg, 0, 1, 0, 30.19029
D:\Data\IMG\center_2020_12_31_20_50_02_207.jpg, D:\Data\IMG\left_2020_12_31_20_50_02_207.jpg, D:\Data\IMG\right_2020_12_31_20_50_02_207.jpg, 0, 1, 0, 30.19029
D:\Data\IMG\center_2020_12_31_20_50_02_311.jpg, D:\Data\IMG\left_2020_12_31_20_50_02_311.jpg, D:\Data\IMG\right_2020_12_31_20_50_02_311.jpg, 0, 1, 0, 30.1903
D:\Data\IMG\center_2020_12_31_20_50_02_415.jpg, D:\Data\IMG\left_2020_12_31_20_50_02_415.jpg, D:\Data\IMG\right_2020_12_31_20_50_02_415.jpg, 0, 1, 0, 30.19031
D:\Data\IMG\center_2020_12_31_20_50_02_514.jpg, D:\Data\IMG\left_2020_12_31_20_50_02_514.jpg, D:\Data\IMG\right_2020_12_31_20_50_02_514.jpg, 0, 1, 0, 30.19033
D:\Data\IMG\center_2020_12_31_20_50_02_619.jpg, D:\Data\IMG\left_2020_12_31_20_50_02_619.jpg, D:\Data\IMG\right_2020_12_31_20_50_02_619.jpg, 0, 1, 0, 30.19033
D:\Data\IMG\center_2020_12_31_20_50_02_723.jpg, D:\Data\IMG\left_2020_12_31_20_50_02_723.jpg, D:\Data\IMG\right_2020_12_31_20_50_02_723.jpg, 0, 1, 0, 30.1903
D:\Data\IMG\center_2020_12_31_20_50_02_829.jpg, D:\Data\IMG\left_2020_12_31_20_50_02_829.jpg, D:\Data\IMG\right_2020_12_31_20_50_02_829.jpg, -0.2181981, 1, 0, 30.1777
D:\Data\IMG\center_2020_12_31_20_50_02_931.jpg, D:\Data\IMG\left_2020_12_31_20_50_02_931.jpg, D:\Data\IMG\right_2020_12_31_20_50_02_931.jpg, -0.0923487, 1, 0, 30.19049
D:\Data\IMG\center_2020_12_31_20_50_03_034.jpg, D:\Data\IMG\left_2020_12_31_20_50_03_034.jpg, D:\Data\IMG\right_2020_12_31_20_50_03_034.jpg, 0, 1, 0, 30.18973
